uid,title,summary,teacher_avg_star_rating,subject,age_min,age_max,size_max,class_type,duration_weeks,weekly_meetings,duration_minutes,total_duration_minutes,price_dollars,section_uid,start_date,start_dow,start_hour_of_day,start_time,end_time,total_enrollments,meeting_1_start_time,meeting_1_end_time,meeting_2_start_time,meeting_2_end_time,meeting_3_start_time,meeting_3_end_time,meeting_4_start_time,meeting_4_end_time,meeting_5_start_time,meeting_5_end_time,meeting_6_start_time,meeting_6_end_time,meeting_7_start_time,meeting_7_end_time,meeting_8_start_time,meeting_8_end_time,meeting_9_start_time,meeting_9_end_time,meeting_10_start_time,meeting_10_end_time,meeting_11_start_time,meeting_11_end_time,meeting_12_start_time,meeting_12_end_time,meeting_13_start_time,meeting_13_end_time,meeting_14_start_time,meeting_14_end_time,meeting_15_start_time,meeting_15_end_time,meeting_16_start_time,meeting_16_end_time,meeting_17_start_time,meeting_17_end_time,meeting_18_start_time,meeting_18_end_time,meeting_19_start_time,meeting_19_end_time,meeting_20_start_time,meeting_20_end_time
861fc07a-d198-4310-8e50-557591357c7d,Amphibian Foundation: Critter Camp! (Ages 6-9),Explore the incredible world of amphibians and reptiles from all over the world - from the tiny glass frog to the majestic green anaconda. You will love meeting and getting to know our live animals!,4.7413793103448276,Science & Nature,6,9,15,camp,1,5,90,450,112.0000000000000000,992b4f5b-7a58-480c-a0ad-0124e50b0537,2020-07-13T00:00:00.000-07:00,Mon,12.0,2020-07-13T12:00:00.000-07:00,2020-07-17T13:30:00.000-07:00,1,2020-07-13T12:00:00.000-07:00,2020-07-13T13:30:00.000-07:00,2020-07-14T12:00:00.000-07:00,2020-07-14T13:30:00.000-07:00,2020-07-15T12:00:00.000-07:00,2020-07-15T13:30:00.000-07:00,2020-07-16T12:00:00.000-07:00,2020-07-16T13:30:00.000-07:00,2020-07-17T12:00:00.000-07:00,2020-07-17T13:30:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00127316-54a8-40b5-89ca-1ce919760dbe,Travel The World - Summer Camp Edition,"Flight attendants, prepare for take off!  This summer we'll explore Canada, China, Mexico and Australia.  ",4.7596153846153846,Social Studies,9,12,8,camp,1,5,45,225,75.0000000000000000,d8b217a0-aa0e-4930-9d2c-5d285030f11d,2020-07-13T00:00:00.000-07:00,Mon,9.0,2020-07-13T09:00:00.000-07:00,2020-07-17T09:45:00.000-07:00,1,2020-07-13T09:00:00.000-07:00,2020-07-13T09:45:00.000-07:00,2020-07-14T09:00:00.000-07:00,2020-07-14T09:45:00.000-07:00,2020-07-15T09:00:00.000-07:00,2020-07-15T09:45:00.000-07:00,2020-07-16T09:00:00.000-07:00,2020-07-16T09:45:00.000-07:00,2020-07-17T09:00:00.000-07:00,2020-07-17T09:45:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3c39df0-4a5a-4903-9a63-eaf782265c94,"Cool, Creative Writing","In this course, students will learn how to write creatively and write their own story ",4.8888888888888889,English,8,13,14,short,4,2,40,80,100.0000000000000000,a9431d67-ad9b-484e-bb6e-74d7c91d91f2,2020-07-16T00:00:00.000-07:00,Thu,8.0,2020-07-16T08:00:00.000-07:00,2020-08-07T09:40:00.000-07:00,2,2020-07-16T08:00:00.000-07:00,2020-07-16T08:40:00.000-07:00,2020-07-22T08:00:00.000-07:00,2020-07-22T08:40:00.000-07:00,2020-07-23T08:00:00.000-07:00,2020-07-23T08:40:00.000-07:00,2020-07-24T08:00:00.000-07:00,2020-07-24T08:40:00.000-07:00,2020-07-27T08:00:00.000-07:00,2020-07-27T08:40:00.000-07:00,2020-07-28T08:00:00.000-07:00,2020-07-28T08:40:00.000-07:00,2020-08-05T09:00:00.000-07:00,2020-08-05T09:40:00.000-07:00,2020-08-07T09:00:00.000-07:00,2020-08-07T09:40:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,
1aeb6077-1efe-48f7-b386-9f64a2b8f61c,Nifty Number Talks: Develop Your Child's Number Sense,"The perfect introduction to mental math and problem solving! This on going corse will focus on various strategies to represent and identify numbers from 1 to 10, subitizing, introduce composing and decomposing, addition and subtraction, and strategies for solving story problems.",4.8571428571428571,Math,4,7,6,ongoing,1,1,25,25,10.0000000000000000,0a127159-f8c4-4656-a965-a9191f82cd93,2020-07-16T00:00:00.000-07:00,Thu,11.0,2020-07-16T11:00:00.000-07:00,2020-08-27T11:25:00.000-07:00,2,2020-07-16T11:00:00.000-07:00,2020-07-16T11:25:00.000-07:00,2020-07-23T11:00:00.000-07:00,2020-07-23T11:25:00.000-07:00,2020-07-30T11:00:00.000-07:00,2020-07-30T11:25:00.000-07:00,2020-08-06T11:00:00.000-07:00,2020-08-06T11:25:00.000-07:00,2020-08-13T11:00:00.000-07:00,2020-08-13T11:25:00.000-07:00,2020-08-20T11:00:00.000-07:00,2020-08-20T11:25:00.000-07:00,2020-08-27T11:00:00.000-07:00,2020-08-27T11:25:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,
6bab9593-ff2b-4e97-8c92-0770fba4cb19,Coding Web Games: Intro to Software Engineering & Intermediate Javascript / ES6,"In this continuation of Hacking Web Games, we're going to be making them instead and learn about modern software engineering patterns. During this class, your student will coding a web game that they can share with the whole world!",4.7727272727272727,Coding & Tech,10,15,12,short,5,1,75,75,225.0000000000000000,9603d599-50df-436a-93c3-e6d324801331,2020-07-14T00:00:00.000-07:00,Tue,8.0,2020-07-14T08:00:00.000-07:00,2020-08-11T09:15:00.000-07:00,1,2020-07-14T08:00:00.000-07:00,2020-07-14T09:15:00.000-07:00,2020-07-21T08:00:00.000-07:00,2020-07-21T09:15:00.000-07:00,2020-07-28T08:00:00.000-07:00,2020-07-28T09:15:00.000-07:00,2020-08-04T08:00:00.000-07:00,2020-08-04T09:15:00.000-07:00,2020-08-11T08:00:00.000-07:00,2020-08-11T09:15:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f12410df-4b1c-461b-9755-c734cda14c03,Foundations of Geometry: Introduction to Logic and Proofs,"In this six-session course, you student will learn the foundations of proof writing in preparation for a year long geometry course.",4.9164179104477612,Math,12,17,15,short,3,2,55,110,85.0000000000000000,ab8a1aef-2fff-4515-bd71-e125389a161b,2020-07-14T00:00:00.000-07:00,Tue,13.0,2020-07-14T13:00:00.000-07:00,2020-07-30T13:55:00.000-07:00,2,2020-07-14T13:00:00.000-07:00,2020-07-14T13:55:00.000-07:00,2020-07-16T13:00:00.000-07:00,2020-07-16T13:55:00.000-07:00,2020-07-21T13:00:00.000-07:00,2020-07-21T13:55:00.000-07:00,2020-07-23T13:00:00.000-07:00,2020-07-23T13:55:00.000-07:00,2020-07-28T13:00:00.000-07:00,2020-07-28T13:55:00.000-07:00,2020-07-30T13:00:00.000-07:00,2020-07-30T13:55:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97ea7e3f-bfb0-4fb0-94b3-5d01885acd82,Capture Azkaban's Most Wanted! ,"In this Harry Potter themed problem solving course, we will learn effective problem solving strategies by using certain clues to help track down Azkaban's most wanted!  ",4.7681415929203540,Life Skills,8,11,8,one_time,1,1,55,55,14.0000000000000000,29096491-0e22-40bf-8d38-ca63fd3e2471,2020-07-16T00:00:00.000-07:00,Thu,7.0,2020-07-16T07:00:00.000-07:00,2020-07-16T07:55:00.000-07:00,1,2020-07-16T07:00:00.000-07:00,2020-07-16T07:55:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422d4f39-6460-43ab-832c-385c5c807cb4,All About Dinosaurs...with Legos!,This is a one time class that combines everything you want to know about Dinosaurs with lego building. So come learn about these awesome ancient creatures and then build a fun dinosaur at the end of class!,4.7302158273381295,Science & Nature,8,12,12,one_time,1,1,60,60,12.0000000000000000,56095ea8-3371-4978-a820-be383cc1901a,2020-07-16T00:00:00.000-07:00,Thu,12.0,2020-07-16T12:00:00.000-07:00,2020-07-16T13:00:00.000-07:00,2,2020-07-16T12:00:00.000-07:00,2020-07-16T13:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f38db47-efac-468a-926e-994fdf423547,Disney: The Lands Flexible Course,Learn about the countries represented by Disney characters!,4.6972111553784861,Social Studies,3,8,6,flex,6,0,55,0,48.0000000000000000,1f6a5327-4649-4996-8ef2-1058dcd72de4,2020-07-19T00:00:00.000-07:00,Sun,10.0,2020-07-19T10:00:00.000-07:00,2020-08-30T08:00:00.000-07:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edfd4f81-dec9-4532-90da-0a80c5db30b0,Beginner Origami,In this one time class we will make 2 origami animals! ,4.7163461538461538,Arts,7,12,13,one_time,1,1,40,40,12.0000000000000000,7f41e5f7-fd22-4f9d-bcbb-4f07e35dc548,2020-07-17T00:00:00.000-07:00,Fri,9.0,2020-07-17T09:00:00.000-07:00,2020-07-17T09:40:00.000-07:00,1,2020-07-17T09:00:00.000-07:00,2020-07-17T09:40:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbe5023b-5a44-49bd-a539-36598e09b602,Summer Camp: Greek Mythology and the Camp Half-Blood Experience,Students will explore Greek mythology and the characters and themes of Rick Riordan's Percy Jackson novels in this five-day camp-style program.,4.7246376811594203,Arts,8,12,9,camp,1,5,90,450,90.0000000000000000,55802d0d-bc47-4b41-af0a-13e7f047290c,2020-07-13T00:00:00.000-07:00,Mon,8.0,2020-07-13T08:00:00.000-07:00,2020-07-17T09:30:00.000-07:00,1,2020-07-13T08:00:00.000-07:00,2020-07-13T09:30:00.000-07:00,2020-07-14T08:00:00.000-07:00,2020-07-14T09:30:00.000-07:00,2020-07-15T08:00:00.000-07:00,2020-07-15T09:30:00.000-07:00,2020-07-16T08:00:00.000-07:00,2020-07-16T09:30:00.000-07:00,2020-07-17T08:00:00.000-07:00,2020-07-17T09:30:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61a5c2c9-8fc6-4482-90a9-e9eab8fe9b95,An Adjective Mystery with Scooby!,We will go solve a mystery at a haunted house and learn about adjectives along the way!,4.8235294117647059,English,5,8,9,one_time,1,1,30,30,6.0000000000000000,7f6bf210-171e-4ac0-91ad-d257e4676e4a,2020-07-14T00:00:00.000-07:00,Tue,10.0,2020-07-14T10:45:00.000-07:00,2020-07-14T11:15:00.000-07:00,2,2020-07-14T10:45:00.000-07:00,2020-07-14T11:15:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c962c87-8558-4be6-9361-bd4da9f84d88,Discovery Learning: Beginning Multiplication,"Students will discover numerous strategies for solving multiplication problems by working independently and as a group, guided by a teacher who LOVES math.",4.8018018018018018,Math,7,12,8,short,4,1,30,30,20.0000000000000000,4b2504d0-ea63-45ef-98f4-60580064b8f0,2020-07-14T00:00:00.000-07:00,Tue,13.0,2020-07-14T13:30:00.000-07:00,2020-08-11T14:00:00.000-07:00,3,2020-07-14T13:30:00.000-07:00,2020-07-14T14:00:00.000-07:00,2020-07-21T13:30:00.000-07:00,2020-07-21T14:00:00.000-07:00,2020-07-28T13:30:00.000-07:00,2020-07-28T14:00:00.000-07:00,2020-08-11T13:30:00.000-07:00,2020-08-11T14:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b47ef4e-39fe-472e-a524-24a1b833cb7e,Lego TIMED Building Challenges (8-10 yrs),"Do you enjoy building Lego challenges? Do you like to try to beat the clock and finish your build before the timer goes off? If so, then you’ll enjoy this class!",4.8758949880668258,Life Skills,8,10,6,one_time,1,1,50,50,12.0000000000000000,d1215987-8f8b-4f4d-b273-327375e29340,2020-07-14T00:00:00.000-07:00,Tue,10.0,2020-07-14T10:00:00.000-07:00,2020-07-14T10:50:00.000-07:00,2,2020-07-14T10:00:00.000-07:00,2020-07-14T10:50:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97fd75e4-4107-4f0d-a965-6d617b1ae63c,Draw & Color Cute Cartoon Panda and Koala Bear Characters  ,Art Classes Present Difficult Concepts Visually,4.9360086767895879,Arts,7,12,8,one_time,1,1,45,45,15.0000000000000000,69a8d99a-0e58-40fb-bec9-10b682d53fe0,2020-07-14T00:00:00.000-07:00,Tue,11.0,2020-07-14T11:00:00.000-07:00,2020-07-14T11:45:00.000-07:00,1,2020-07-14T11:00:00.000-07:00,2020-07-14T11:45:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8b5fe0d1-1a6a-4d85-9419-f7a91dfbf6c6,"Basic Poker Rules, Hands and Types of Poker Games","One time class on poker basics, looking at different versions like 5 Card Stud and Texas Hold Em",4.2916666666666667,Life Skills,11,14,10,one_time,1,1,55,55,10.0000000000000000,1afa6f89-4303-40ba-805b-a206f1f45113,2020-07-13T00:00:00.000-07:00,Mon,9.0,2020-07-13T09:00:00.000-07:00,2020-07-13T09:55:00.000-07:00,1,2020-07-13T09:00:00.000-07:00,2020-07-13T09:55:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643ed59a-66d6-4652-aff4-622d94841995,How to Sew: The Basics,"In this course, students will learn the basics of how to sew using a machine.",4.9176470588235294,Life Skills,10,15,12,short,2,1,55,55,20.0000000000000000,c5f6d923-8084-48aa-8f99-42e9dd8d5b39,2020-07-14T00:00:00.000-07:00,Tue,11.0,2020-07-14T11:00:00.000-07:00,2020-07-21T11:55:00.000-07:00,3,2020-07-14T11:00:00.000-07:00,2020-07-14T11:55:00.000-07:00,2020-07-21T11:00:00.000-07:00,2020-07-21T11:55:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad213a2d-de1b-4dad-84f4-643bd9f29ba8,Shopping in Diagon Alley! (Harry Potter Themed Money Class),"In this one-time class, students will practice adding and subtracting prices, while buying all of their supplies for their first year at Hogwarts! ",4.8107638888888889,Math,8,13,15,one_time,1,1,60,60,18.0000000000000000,1911bcd9-832a-4c84-8244-862dcd78634b,2020-07-14T00:00:00.000-07:00,Tue,7.0,2020-07-14T07:00:00.000-07:00,2020-07-14T08:00:00.000-07:00,1,2020-07-14T07:00:00.000-07:00,2020-07-14T08:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b2cccf7-e515-4996-abb6-7c98ea36bba4,Pokémon Go Player Club,This is a weekly get together of children who are interested in sharing about Pokémon Go,4.1428571428571429,Coding & Tech,8,13,10,ongoing,1,1,55,55,8.0000000000000000,83245c50-8583-42d0-9252-a6740be91b21,2020-07-16T00:00:00.000-07:00,Thu,6.0,2020-07-16T06:00:00.000-07:00,2020-08-27T07:00:00.000-07:00,2,2020-07-16T06:00:00.000-07:00,2020-07-16T07:00:00.000-07:00,2020-07-23T06:00:00.000-07:00,2020-07-23T07:00:00.000-07:00,2020-07-30T06:00:00.000-07:00,2020-07-30T07:00:00.000-07:00,2020-08-06T06:00:00.000-07:00,2020-08-06T07:00:00.000-07:00,2020-08-13T06:00:00.000-07:00,2020-08-13T07:00:00.000-07:00,2020-08-20T06:00:00.000-07:00,2020-08-20T07:00:00.000-07:00,2020-08-27T06:00:00.000-07:00,2020-08-27T07:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,
13f1b5c5-b225-4f79-948a-f73e1d0fbdba,Creative Writing: Write a Story,"In this class, we will be learning about the process of writing a story by learning and discussing literary elements.
",4.7000000000000000,English,8,12,9,one_time,1,1,60,60,9.0000000000000000,a9c59fbf-4574-47d6-b5f8-87d9dab11f49,2020-07-16T00:00:00.000-07:00,Thu,6.0,2020-07-16T06:00:00.000-07:00,2020-07-16T06:40:00.000-07:00,1,2020-07-16T06:00:00.000-07:00,2020-07-16T06:40:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8d15a00-5d46-490b-8948-4f8c4f198149,Myth Monday with Miss Larissa: Daedalus and Icarus,"In this one-time course, students will learn the classic - and tragic - tale of Daedalus and Icarus through expressive and engaging storytelling.",5.0000000000000000,English,8,12,9,one_time,1,1,30,30,9.0000000000000000,e369c720-9a23-4f4e-946b-9a46f8d86596,2020-07-13T00:00:00.000-07:00,Mon,8.0,2020-07-13T08:00:00.000-07:00,2020-07-13T08:30:00.000-07:00,1,2020-07-13T08:00:00.000-07:00,2020-07-13T08:30:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbe271e5-aa69-4731-9873-d0c7eb26b891,"""Let's ""Taco-Bout"" Sewing an Adorable  Stuffie""",In this one time class learners will sew an adorable taco stuffie.,5.0000000000000000,Arts,7,11,6,one_time,1,1,55,55,10.0000000000000000,7d6d5b42-753c-49de-8dfc-c1d21612916a,2020-07-13T00:00:00.000-07:00,Mon,12.0,2020-07-13T12:00:00.000-07:00,2020-07-13T12:55:00.000-07:00,3,2020-07-13T12:00:00.000-07:00,2020-07-13T12:55:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ee0a1a3-8c95-400f-aa7c-3dcab97c57d9,Game Design Camp in Minecraft: Create Mini-Games & Playtest Together (5-Session),Dive into this week-long game design camp where you'll create several fun and unique mini-games in Minecraft while learning the fundamentals of game design. (Minecraft Java Edition for PC / Mac Only. NO iPad or Tablet.),4.7802197802197802,Coding & Tech,8,13,10,camp,1,5,90,450,80.0000000000000000,d9175658-183c-4dc0-9bdf-64090ca505e7,2020-07-13T00:00:00.000-07:00,Mon,15.0,2020-07-13T15:00:00.000-07:00,2020-07-17T16:30:00.000-07:00,1,2020-07-13T15:00:00.000-07:00,2020-07-13T16:30:00.000-07:00,2020-07-14T15:00:00.000-07:00,2020-07-14T16:30:00.000-07:00,2020-07-15T15:00:00.000-07:00,2020-07-15T16:30:00.000-07:00,2020-07-16T15:00:00.000-07:00,2020-07-16T16:30:00.000-07:00,2020-07-17T15:00:00.000-07:00,2020-07-17T16:30:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0dc6450b-a662-4bbd-8e5f-2c3f77da73c1,Montessori Math: 4-Digit Place Value With Golden Bead Material and Dolls!,"Help 4 dolls learn quantities, numbers, and place value with the famous Montessori Bank Game of golden beads and color-coded number cards.",4.6666666666666667,Math,4,7,6,one_time,1,1,30,30,10.0000000000000000,b5e64589-672e-438b-af73-b3f3ff211809,2020-07-13T00:00:00.000-07:00,Mon,9.0,2020-07-13T09:30:00.000-07:00,2020-07-13T10:00:00.000-07:00,3,2020-07-13T09:30:00.000-07:00,2020-07-13T10:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443df3e4-57a8-49ba-80c3-0e0a13e48fa1,The Great Climate Change Debate - Project Based Learning,Each lesson will cover one aspect of climate change in depth as well as arguments surrounding that aspect. On our last day together students will debate their opinions on each of the four aspects.,4.6581196581196581,Science & Nature,11,16,18,camp,1,5,55,275,48.0000000000000000,dc80425c-ad88-433f-ac56-af3593412217,2020-07-13T00:00:00.000-07:00,Mon,11.0,2020-07-13T11:00:00.000-07:00,2020-07-17T11:55:00.000-07:00,1,2020-07-13T11:00:00.000-07:00,2020-07-13T11:55:00.000-07:00,2020-07-14T11:00:00.000-07:00,2020-07-14T11:55:00.000-07:00,2020-07-15T11:00:00.000-07:00,2020-07-15T11:55:00.000-07:00,2020-07-16T11:00:00.000-07:00,2020-07-16T11:55:00.000-07:00,2020-07-17T11:00:00.000-07:00,2020-07-17T11:55:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eeef0c85-3004-4b48-807e-9d18cef03206,Kids Karate: White Belt Level One Program,"In this 10-session course, students will be exposed to karate basics in their first phase towards earning a yellow belt.",4.9479553903345725,Health & Wellness,7,12,10,short,5,2,40,80,155.0000000000000000,db8e4386-4ba2-4f34-8046-ed84c6d7bbce,2020-07-15T00:00:00.000-07:00,Wed,12.0,2020-07-15T12:00:00.000-07:00,2020-08-15T12:40:00.000-07:00,3,2020-07-15T12:00:00.000-07:00,2020-07-15T12:40:00.000-07:00,2020-07-18T12:00:00.000-07:00,2020-07-18T12:40:00.000-07:00,2020-07-22T12:00:00.000-07:00,2020-07-22T12:40:00.000-07:00,2020-07-25T12:00:00.000-07:00,2020-07-25T12:40:00.000-07:00,2020-07-29T12:00:00.000-07:00,2020-07-29T12:40:00.000-07:00,2020-08-01T12:00:00.000-07:00,2020-08-01T12:40:00.000-07:00,2020-08-05T12:00:00.000-07:00,2020-08-05T12:40:00.000-07:00,2020-08-08T12:00:00.000-07:00,2020-08-08T12:40:00.000-07:00,2020-08-12T12:00:00.000-07:00,2020-08-12T12:40:00.000-07:00,2020-08-15T12:00:00.000-07:00,2020-08-15T12:40:00.000-07:00,,,,,,,,,,,,,,,,,,,,
c2a77e70-4726-459a-9793-24afd194b9c7,Let's Dance: Hamilton (Summer Camp Edition!),"In this four day camp, students will learn basic musical theater style dance combinations to four songs from the musical Hamilton (these will be different songs than those we've learned in the one time Let's Dance: Hamilton class!). ",4.9518072289156627,Arts,7,11,10,camp,1,4,60,240,52.0000000000000000,a1ff9c4e-df69-4113-a45a-f7d24e154ffb,2020-07-13T00:00:00.000-07:00,Mon,10.0,2020-07-13T10:00:00.000-07:00,2020-07-16T11:00:00.000-07:00,1,2020-07-13T10:00:00.000-07:00,2020-07-13T11:00:00.000-07:00,2020-07-14T10:00:00.000-07:00,2020-07-14T11:00:00.000-07:00,2020-07-15T10:00:00.000-07:00,2020-07-15T11:00:00.000-07:00,2020-07-16T10:00:00.000-07:00,2020-07-16T11:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79dbf186-487e-4dc3-a1d9-d885a1f757c7,Harry Potter and the Sorcerer's Stone Book Club!,"Hello witches and wizards! In this weekly course we will dive into the wonders and mystery of Harry Potter, build on vocabulary and reading comprehension skills, and explore creative writing. Wizard on!",4.8421052631578947,English,8,13,15,short,3,3,50,150,120.0000000000000000,5289a6af-c635-43f9-9773-83e70a1bc007,2020-07-13T00:00:00.000-07:00,Mon,14.0,2020-07-13T14:00:00.000-07:00,2020-08-11T15:00:00.000-07:00,2,2020-07-13T14:00:00.000-07:00,2020-07-13T15:00:00.000-07:00,2020-07-14T14:00:00.000-07:00,2020-07-14T15:00:00.000-07:00,2020-07-20T14:00:00.000-07:00,2020-07-20T15:00:00.000-07:00,2020-07-21T14:00:00.000-07:00,2020-07-21T15:00:00.000-07:00,2020-07-27T14:00:00.000-07:00,2020-07-27T15:00:00.000-07:00,2020-07-28T14:00:00.000-07:00,2020-07-28T15:00:00.000-07:00,2020-08-03T14:00:00.000-07:00,2020-08-03T15:00:00.000-07:00,2020-08-04T14:00:00.000-07:00,2020-08-04T15:00:00.000-07:00,2020-08-10T14:00:00.000-07:00,2020-08-10T15:00:00.000-07:00,2020-08-11T14:00:00.000-07:00,2020-08-11T15:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,
c3b43f06-0b20-4bcf-9eb4-e6cf8100bdcd,Twisted Universe: Explore How Math Can be Found in Nature (Summer Camp),"In this summer camp students will learn about mathematical concepts found in nature through lecture, discussion, a few application math problems, and lots of creative projects.",4.8544973544973545,Math,8,12,8,camp,1,5,50,250,70.0000000000000000,da445999-ebd8-488f-94f9-cf43aad48ddb,2020-07-13T00:00:00.000-07:00,Mon,18.0,2020-07-13T18:00:00.000-07:00,2020-07-17T18:50:00.000-07:00,4,2020-07-13T18:00:00.000-07:00,2020-07-13T18:50:00.000-07:00,2020-07-14T18:00:00.000-07:00,2020-07-14T18:50:00.000-07:00,2020-07-15T18:00:00.000-07:00,2020-07-15T18:50:00.000-07:00,2020-07-16T18:00:00.000-07:00,2020-07-16T18:50:00.000-07:00,2020-07-17T18:00:00.000-07:00,2020-07-17T18:50:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8298533d-d5b1-4920-90c9-b1afc8d4e9af,Theater in Spanish - Summer Camp.,The complete staging of a play in Spanish using paper theater for Novice to Intermediate Level Learners.,4.6363636363636364,World Languages,7,12,6,camp,1,3,50,150,54.0000000000000000,7d410924-9fde-4028-8292-1ae0108d6a2e,2020-07-13T00:00:00.000-07:00,Mon,8.0,2020-07-13T08:00:00.000-07:00,2020-07-16T08:50:00.000-07:00,1,2020-07-13T08:00:00.000-07:00,2020-07-13T08:50:00.000-07:00,2020-07-15T08:00:00.000-07:00,2020-07-15T08:50:00.000-07:00,2020-07-16T08:00:00.000-07:00,2020-07-16T08:50:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f99afc5c-f212-4804-9c10-176786c706dd,"Stargazing, Part 2: Planets and more","Look up at the night sky and identify the planets, the Milky Way, star clusters, and more",4.8666666666666667,Science & Nature,12,17,5,camp,1,2,50,100,20.0000000000000000,d3260fb6-ca64-436a-bef7-67c3ef15dad8,2020-07-13T00:00:00.000-07:00,Mon,9.0,2020-07-13T09:00:00.000-07:00,2020-07-14T09:45:00.000-07:00,1,2020-07-13T09:00:00.000-07:00,2020-07-13T09:45:00.000-07:00,2020-07-14T09:00:00.000-07:00,2020-07-14T09:45:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c42cb7e7-0568-46b9-a2a2-f3cd73a140c7,Learn Chinese: Days of the Week,"In this 25-minute length class, students will learn the vocabulary words about days of the Week.",5.0000000000000000,World Languages,3,8,6,one_time,1,1,25,25,9.0000000000000000,3c51a764-e526-4e85-a100-34625ebe19a3,2020-07-14T00:00:00.000-07:00,Tue,12.0,2020-07-14T12:30:00.000-07:00,2020-07-14T12:55:00.000-07:00,2,2020-07-14T12:30:00.000-07:00,2020-07-14T12:55:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869c8174-f35e-403f-be95-0cf86a293b2b,Learning With Legos! What Is an Architect?,A fun class about what an architect is and how they plan using blueprints by reading a book and doing a short building activity.,5.0000000000000000,Coding & Tech,6,8,9,one_time,1,1,50,50,8.0000000000000000,ebda1096-a9ce-4f21-a719-edf1f4370e80,2020-07-16T00:00:00.000-07:00,Thu,7.0,2020-07-16T07:00:00.000-07:00,2020-07-16T07:50:00.000-07:00,1,2020-07-16T07:00:00.000-07:00,2020-07-16T07:50:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9cc1a14a-5466-411d-b133-af9ecf0a2240,Shopping Mall Moguls- Business Building for Creative Kids!,Have you ever dreamed of having your own shop?  Then this four-week course is for you.  Learners will work to develop imaginary businesses based on their interests.,4.8333333333333333,Life Skills,8,11,9,short,4,1,40,40,48.0000000000000000,f74650c3-c5e0-4d44-b949-4f01dfa810d1,2020-07-14T00:00:00.000-07:00,Tue,12.0,2020-07-14T12:00:00.000-07:00,2020-08-04T12:40:00.000-07:00,1,2020-07-14T12:00:00.000-07:00,2020-07-14T12:40:00.000-07:00,2020-07-21T12:00:00.000-07:00,2020-07-21T12:40:00.000-07:00,2020-07-28T12:00:00.000-07:00,2020-07-28T12:40:00.000-07:00,2020-08-04T12:00:00.000-07:00,2020-08-04T12:40:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
