uid,title,summary,teacher_avg_star_rating,subject,age_min,age_max,size_max,class_type,duration_weeks,weekly_meetings,duration_minutes,total_duration_minutes,price_dollars,section_uid,start_date,start_dow,start_hour_of_day,start_time,end_time,total_enrollments,meeting_1_start_time,meeting_1_end_time,meeting_2_start_time,meeting_2_end_time,meeting_3_start_time,meeting_3_end_time,meeting_4_start_time,meeting_4_end_time,meeting_5_start_time,meeting_5_end_time,meeting_6_start_time,meeting_6_end_time,meeting_7_start_time,meeting_7_end_time,meeting_8_start_time,meeting_8_end_time,meeting_9_start_time,meeting_9_end_time,meeting_10_start_time,meeting_10_end_time,meeting_11_start_time,meeting_11_end_time,meeting_12_start_time,meeting_12_end_time,meeting_13_start_time,meeting_13_end_time,meeting_14_start_time,meeting_14_end_time,meeting_15_start_time,meeting_15_end_time,meeting_16_start_time,meeting_16_end_time,meeting_17_start_time,meeting_17_end_time,meeting_18_start_time,meeting_18_end_time,meeting_19_start_time,meeting_19_end_time,meeting_20_start_time,meeting_20_end_time
b2dbfaba-7e8b-4bbd-a5fa-77f60638d7f9,Summer Camp: Scratch Coding Projects for Kids,"In this online live course, students will learn some Scratch coding and game skills",4.5892857142857143,Coding & Tech,7,11,12,short,2,3,90,270,149.0000000000000000,47d25583-2c89-4a3e-b05d-a38bb6135acf,2020-07-13T00:00:00.000-07:00,Mon,8.0,2020-07-13T08:30:00.000-07:00,2020-07-24T10:00:00.000-07:00,1,2020-07-13T08:30:00.000-07:00,2020-07-13T10:00:00.000-07:00,2020-07-15T08:30:00.000-07:00,2020-07-15T10:00:00.000-07:00,2020-07-17T08:30:00.000-07:00,2020-07-17T10:00:00.000-07:00,2020-07-20T08:30:00.000-07:00,2020-07-20T10:00:00.000-07:00,2020-07-22T08:30:00.000-07:00,2020-07-22T10:00:00.000-07:00,2020-07-24T08:30:00.000-07:00,2020-07-24T10:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844ba804-072f-4a3f-b5d9-b43652a40424,SCRATCHing Tips and Tricks (Level 6!),An Advanced Course Continuation of SCRATCHing the Surface of Coding,4.8810572687224670,Coding & Tech,8,12,9,short,4,1,60,60,60.0000000000000000,c368d1d7-0f6e-4ddf-8119-320bb5856d44,2020-07-13T00:00:00.000-07:00,Mon,11.0,2020-07-13T11:00:00.000-07:00,2020-08-03T12:00:00.000-07:00,1,2020-07-13T11:00:00.000-07:00,2020-07-13T12:00:00.000-07:00,2020-07-20T11:00:00.000-07:00,2020-07-20T12:00:00.000-07:00,2020-07-27T11:00:00.000-07:00,2020-07-27T12:00:00.000-07:00,2020-08-03T11:00:00.000-07:00,2020-08-03T12:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c4d55b6-50cc-4eb7-81b9-7c7e3f362733,Wilderness Survival Skills 101 (age 9 to 12),Do you have what it takes to be a SURVIVOR? Learn basic techniques and skills to survive in the wilderness! ,4.8367346938775510,Life Skills,9,12,18,camp,1,3,45,135,48.0000000000000000,9dab2be9-cd3a-4251-999a-44c7afa50db0,2020-07-14T00:00:00.000-07:00,Tue,12.0,2020-07-14T12:00:00.000-07:00,2020-07-28T12:45:00.000-07:00,1,2020-07-14T12:00:00.000-07:00,2020-07-14T12:45:00.000-07:00,2020-07-21T12:00:00.000-07:00,2020-07-21T12:45:00.000-07:00,2020-07-28T12:00:00.000-07:00,2020-07-28T12:45:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c2a4a88-4db1-4983-965f-b5226cc44f67,Intro to Math: Learn About Numbers and Shapes (4-7),"In this fun 4 session class your child will learn the basics of math- how to make a number chart, count, graph, sort shapes, add, subtract, and recognize numerals, all while having fun with animals and characters!",4.7580645161290323,Math,4,7,10,camp,1,4,30,120,50.0000000000000000,a5354b56-6ee6-45b4-9b26-9f7454934304,2020-07-13T00:00:00.000-07:00,Mon,12.0,2020-07-13T12:30:00.000-07:00,2020-07-16T13:00:00.000-07:00,1,2020-07-13T12:30:00.000-07:00,2020-07-13T13:00:00.000-07:00,2020-07-14T12:30:00.000-07:00,2020-07-14T13:00:00.000-07:00,2020-07-15T12:30:00.000-07:00,2020-07-15T13:00:00.000-07:00,2020-07-16T12:30:00.000-07:00,2020-07-16T13:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3470c214-f33a-44f5-9c03-f6c5cd8197b2,Hands-On Science: How to Blow Up a Balloon Without Touching It! ,This introduction to chemical reactions will explore how to combine a solid powder and a liquid to form a gas and blow up a balloon.,4.9000000000000000,Science & Nature,6,9,8,one_time,1,1,45,45,15.0000000000000000,9c720c65-a001-4278-bf61-2aada017fe6c,2020-07-16T00:00:00.000-07:00,Thu,11.0,2020-07-16T11:00:00.000-07:00,2020-07-16T11:45:00.000-07:00,2,2020-07-16T11:00:00.000-07:00,2020-07-16T11:45:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0e32eaa-62de-4d96-b151-a9593cafe74d,History of Pirates,"In this lesson, students will learn about the history of pirates, whilst also exploring their culture, goods in transportation, and learning factual content about this lifestyle all over the world. ",4.4580152671755725,Social Studies,7,10,7,one_time,1,1,45,45,10.0000000000000000,78234261-f9c6-4f12-997f-438d1d62cc6d,2020-07-17T00:00:00.000-07:00,Fri,10.0,2020-07-17T10:30:00.000-07:00,2020-07-17T11:15:00.000-07:00,1,2020-07-17T10:30:00.000-07:00,2020-07-17T11:15:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45d36d0c-a7b8-426a-83f2-999be8ec020a,Advanced Debate & Argumentation - Summer Camp,"In this one week course, students will learn advanced argumentative techniques in debate and be given the opportunity to have progressively more in-depth debates over the week.",4.7399267399267399,English,9,14,12,camp,1,5,120,600,165.0000000000000000,87217319-03fb-405f-a43e-2a8116ce59df,2020-07-13T00:00:00.000-07:00,Mon,7.0,2020-07-13T07:00:00.000-07:00,2020-07-17T09:00:00.000-07:00,1,2020-07-13T07:00:00.000-07:00,2020-07-13T09:00:00.000-07:00,2020-07-14T07:00:00.000-07:00,2020-07-14T09:00:00.000-07:00,2020-07-15T07:00:00.000-07:00,2020-07-15T09:00:00.000-07:00,2020-07-16T07:00:00.000-07:00,2020-07-16T09:00:00.000-07:00,2020-07-17T07:00:00.000-07:00,2020-07-17T09:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d0597d7-1c29-4964-96aa-e1956f6e692e,Self-Accompanying Singer Camp,This two week camp is for students who are proficient in singing while playing piano or guitar.,4.1794871794871795,Music,12,17,10,short,2,3,90,270,90.0000000000000000,557736d1-9954-492e-97e5-6317a1a5d9ad,2020-07-13T00:00:00.000-07:00,Mon,16.0,2020-07-13T16:00:00.000-07:00,2020-07-24T17:30:00.000-07:00,1,2020-07-13T16:00:00.000-07:00,2020-07-13T17:30:00.000-07:00,2020-07-15T16:00:00.000-07:00,2020-07-15T17:30:00.000-07:00,2020-07-17T16:00:00.000-07:00,2020-07-17T17:30:00.000-07:00,2020-07-20T16:00:00.000-07:00,2020-07-20T17:30:00.000-07:00,2020-07-22T16:00:00.000-07:00,2020-07-22T17:30:00.000-07:00,2020-07-24T16:00:00.000-07:00,2020-07-24T17:30:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564857bf-60cd-479a-bc96-ce72e1fb4d37,Parts of Speech Camp with Spongebob!,Help Spongebob and his friends learn about the three parts of speech in three separate lessons!,4.8235294117647059,English,5,8,10,camp,1,3,30,90,20.0000000000000000,865beccb-6bd8-4f01-8696-5d57f0bcf88c,2020-07-14T00:00:00.000-07:00,Tue,10.0,2020-07-14T10:45:00.000-07:00,2020-07-17T11:15:00.000-07:00,1,2020-07-14T10:45:00.000-07:00,2020-07-14T11:15:00.000-07:00,2020-07-16T10:45:00.000-07:00,2020-07-16T11:15:00.000-07:00,2020-07-17T10:45:00.000-07:00,2020-07-17T11:15:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262d20d4-e2e4-4921-8461-0c019b738939,"Elementary Explorers: Rocks, Fossils, and Crystals","This three day course on rocks and minerals is perfect for young geologists! Day one introduces each step of the rock cycle, day two overviews fossil type and formation, and day three focuses on identifying common minerals. ",4.9146341463414634,Science & Nature,5,8,12,camp,1,3,45,135,39.0000000000000000,e712a0a0-ab82-43c0-a0cc-8ceb1569315c,2020-07-14T00:00:00.000-07:00,Tue,18.0,2020-07-14T18:00:00.000-07:00,2020-07-16T18:45:00.000-07:00,1,2020-07-14T18:00:00.000-07:00,2020-07-14T18:45:00.000-07:00,2020-07-15T18:00:00.000-07:00,2020-07-15T18:45:00.000-07:00,2020-07-16T18:00:00.000-07:00,2020-07-16T18:45:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f40b3a22-eb71-45de-a975-fecc962e8ca4,Quantum Physics for Kids: Atom Secrets (Part 2) ,"Discover the amazing world of atoms, from the simplest early atoms to more complex atoms necessary for life (Sodium to Argon)",4.7500000000000000,Science & Nature,8,12,12,one_time,1,1,50,50,15.0000000000000000,2c2045c4-8860-4605-b0bd-94d819e0ac5a,2020-07-19T00:00:00.000-07:00,Sun,12.0,2020-07-19T12:00:00.000-07:00,2020-07-19T12:50:00.000-07:00,2,2020-07-19T12:00:00.000-07:00,2020-07-19T12:50:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ba1db01-5721-4895-b45a-fb17c5f2f5f8,A Peek Into the World Wonders -The Colosseum,In this class students will learn about the  history and the engineering of one of the World’s most visited places the Colosseum .,5.0000000000000000,Social Studies,7,10,6,one_time,1,1,45,45,8.0000000000000000,75daa7f0-9caa-442f-921c-3c16530b1171,2020-07-15T00:00:00.000-07:00,Wed,8.0,2020-07-15T08:00:00.000-07:00,2020-07-15T08:45:00.000-07:00,1,2020-07-15T08:00:00.000-07:00,2020-07-15T08:45:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0adae0d9-25c8-421f-ac6f-19fc2ff9ca15,Fun Cooking - DIY Japanese Ice-Cream Mochi,Students will learn to make ice-cream mochi of their favorite flavor.,4.7960526315789474,Life Skills,10,15,12,one_time,1,1,45,45,12.0000000000000000,aa9edb1d-0234-4921-b9c7-59fa81a5aa9d,2020-07-16T00:00:00.000-07:00,Thu,16.0,2020-07-16T16:00:00.000-07:00,2020-07-16T16:45:00.000-07:00,1,2020-07-16T16:00:00.000-07:00,2020-07-16T16:45:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63869671-c906-4de6-bce8-fb19c19828f5,Introduction to Essay Writing: Middle School Basics,"A 4-week writing class that teaches students the steps involved in creating clear, well developed, and thought-provoking essays.",4.9411764705882353,English,10,14,10,short,4,1,45,45,56.0000000000000000,e76d72b2-6af4-46f7-9481-add03ef7a3da,2020-07-16T00:00:00.000-07:00,Thu,11.0,2020-07-16T11:00:00.000-07:00,2020-08-06T11:45:00.000-07:00,4,2020-07-16T11:00:00.000-07:00,2020-07-16T11:45:00.000-07:00,2020-07-23T11:00:00.000-07:00,2020-07-23T11:45:00.000-07:00,2020-07-30T11:00:00.000-07:00,2020-07-30T11:45:00.000-07:00,2020-08-06T11:00:00.000-07:00,2020-08-06T11:45:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7b9c232-03a4-4b25-9c1e-4c392bb124c4,Hamilton Camp: Social Studies Through Musical Theatre,"In this 2-week summer camp, students will learn songs, choreography, acting, history, and culture",4.9687500000000000,Arts,10,14,12,short,2,5,60,300,89.0000000000000000,ae85e567-a110-4824-a7ee-492bc0355838,2020-07-13T00:00:00.000-07:00,Mon,9.0,2020-07-13T09:30:00.000-07:00,2020-07-24T10:30:00.000-07:00,2,2020-07-13T09:30:00.000-07:00,2020-07-13T10:30:00.000-07:00,2020-07-14T09:30:00.000-07:00,2020-07-14T10:30:00.000-07:00,2020-07-15T09:30:00.000-07:00,2020-07-15T10:30:00.000-07:00,2020-07-16T09:30:00.000-07:00,2020-07-16T10:30:00.000-07:00,2020-07-17T09:30:00.000-07:00,2020-07-17T10:30:00.000-07:00,2020-07-20T09:30:00.000-07:00,2020-07-20T10:30:00.000-07:00,2020-07-21T09:30:00.000-07:00,2020-07-21T10:30:00.000-07:00,2020-07-22T09:30:00.000-07:00,2020-07-22T10:30:00.000-07:00,2020-07-23T09:30:00.000-07:00,2020-07-23T10:30:00.000-07:00,2020-07-24T09:30:00.000-07:00,2020-07-24T10:30:00.000-07:00,,,,,,,,,,,,,,,,,,,,
df2489a8-2cf5-4dc7-81dd-40443d100a2e,American Girl Summer Camp: DIY Sweets and Treats,"In this 4 day summer camp, students will craft pretend DIY pies, tarts, cinnamon rolls, s'mores, ice cream treats, and cookies for their American Girl sized dolls while socializing with others. ",4.8936170212765957,Arts,8,12,9,camp,1,4,60,240,48.0000000000000000,99f254fa-1dc2-45e0-b5cf-bf0e5c0b09c1,2020-07-13T00:00:00.000-07:00,Mon,11.0,2020-07-13T11:00:00.000-07:00,2020-07-16T12:00:00.000-07:00,6,2020-07-13T11:00:00.000-07:00,2020-07-13T12:00:00.000-07:00,2020-07-14T11:00:00.000-07:00,2020-07-14T12:00:00.000-07:00,2020-07-15T11:00:00.000-07:00,2020-07-15T12:00:00.000-07:00,2020-07-16T11:00:00.000-07:00,2020-07-16T12:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26b8d593-32fe-42c1-9ec2-1e3e0f6e3766,To Space and Beyond!,"An introduction to Astronomy that includes definitions, facts about planets, everything in our solar system, fun space facts and black holes!",4.4378698224852071,Science & Nature,8,11,10,camp,1,4,65,260,34.0000000000000000,8d01ae8b-8608-4e74-86b5-b05ee5bf9e25,2020-07-13T00:00:00.000-07:00,Mon,9.0,2020-07-13T09:00:00.000-07:00,2020-07-16T10:05:00.000-07:00,1,2020-07-13T09:00:00.000-07:00,2020-07-13T10:05:00.000-07:00,2020-07-14T09:00:00.000-07:00,2020-07-14T10:05:00.000-07:00,2020-07-15T09:00:00.000-07:00,2020-07-15T10:05:00.000-07:00,2020-07-16T09:00:00.000-07:00,2020-07-16T10:05:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823beb65-cf5c-4358-8401-ad8fdf917776,Let’s Draw Cute Kawaii Animals!,"In this one time session, students will be guided through drawing 'Kawaii' style cartoon animals!",4.7953216374269006,Arts,8,13,18,one_time,1,1,45,45,17.0000000000000000,7f8eacbc-facc-4486-9a99-d9358a0c1b40,2020-07-15T00:00:00.000-07:00,Wed,13.0,2020-07-15T13:15:00.000-07:00,2020-07-15T14:00:00.000-07:00,1,2020-07-15T13:15:00.000-07:00,2020-07-15T14:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ee7e7ae-0d8b-4fd1-afca-4519ca123109,Beginning Hip Hop Summer Dance Camp - Section One,Beginning Hip Hop Summer Dance Camp full of fun dance moves and basic knowledge behind hip hop dance. ,4.6981132075471698,Arts,8,13,15,camp,1,3,55,165,60.0000000000000000,98911e8d-89c6-4557-875a-99597a029061,2020-07-13T00:00:00.000-07:00,Mon,13.0,2020-07-13T13:00:00.000-07:00,2020-07-17T13:55:00.000-07:00,1,2020-07-13T13:00:00.000-07:00,2020-07-13T13:55:00.000-07:00,2020-07-15T13:00:00.000-07:00,2020-07-15T13:55:00.000-07:00,2020-07-17T13:00:00.000-07:00,2020-07-17T13:55:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ed2e8a1-2b12-4782-a312-047094d2de15,Let's Build a Gratitude Habit - Simple Thanks to Life,"When we make it a habit to feel grateful, it makes us more aware of good things as they happen. My intention is to help kids appreciate the world around them through the practice of being grateful. 
",4.8019801980198020,Life Skills,6,9,6,ongoing,4,1,30,30,9.0000000000000000,e66fe9f4-0ebc-4bc5-87a0-eeccba45f987,2020-07-14T00:00:00.000-07:00,Tue,7.0,2020-07-14T07:30:00.000-07:00,2020-08-04T08:00:00.000-07:00,1,2020-07-14T07:30:00.000-07:00,2020-07-14T08:00:00.000-07:00,2020-07-21T07:30:00.000-07:00,2020-07-21T08:00:00.000-07:00,2020-07-28T07:30:00.000-07:00,2020-07-28T08:00:00.000-07:00,2020-08-04T07:30:00.000-07:00,2020-08-04T08:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c6dab7a-c90c-46a5-9f98-0b5379d4f838,"Camping and ""S'more"" (Pre-K / Kindergarten)",Practice math and literacy skills this summer under the sun ~ and stars!,4.6972111553784861,Math,3,5,9,camp,1,2,25,50,17.0000000000000000,9e1a6c47-8523-46b6-b18b-a59af7d70efc,2020-07-14T00:00:00.000-07:00,Tue,7.0,2020-07-14T07:00:00.000-07:00,2020-07-16T07:25:00.000-07:00,1,2020-07-14T07:00:00.000-07:00,2020-07-14T07:25:00.000-07:00,2020-07-16T07:00:00.000-07:00,2020-07-16T07:25:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9b9639e-af13-4c4b-9d3f-74c9ca3f3221,Dance Theater Camp!,"In this multi-day course, kids will gain confidence, improve their communication skills, and learn the art of expressing themselves through acting. At the end of the series, they will have learned a full dance theater routine, as well.",4.8148148148148148,Arts,7,10,10,camp,1,3,55,165,48.0000000000000000,169b6b0c-8b66-4b91-8b0d-e43310b6aa12,2020-07-13T00:00:00.000-07:00,Mon,15.0,2020-07-13T15:00:00.000-07:00,2020-08-03T15:45:00.000-07:00,2,2020-07-13T15:00:00.000-07:00,2020-07-13T15:45:00.000-07:00,2020-07-20T15:00:00.000-07:00,2020-07-20T15:45:00.000-07:00,2020-07-27T15:00:00.000-07:00,2020-07-27T15:45:00.000-07:00,2020-08-03T15:00:00.000-07:00,2020-08-03T15:45:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04fd3831-da4a-4b72-83f4-02374d630707,Let’s Draw Birds: Finches,"Interested in birds? In this one time class, we will be learning how to draw a finch. We will look at how to look for shapes and angles as we draw a realistic looking bird.  I will demonstrate as you follow along in this drawing adventure. ",4.9117647058823529,Arts,13,17,10,one_time,1,1,55,55,12.0000000000000000,8b8a1b4a-0b43-40bd-ae42-47cbbb43bb08,2020-07-13T00:00:00.000-07:00,Mon,11.0,2020-07-13T11:00:00.000-07:00,2020-07-13T11:55:00.000-07:00,1,2020-07-13T11:00:00.000-07:00,2020-07-13T11:55:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a02dbe5-23d5-4362-b174-97510d94f001,Plants That Eat Animals,An introduction to the venus flytrap and other carnivorous plants. ,5.0000000000000000,Science & Nature,5,8,5,one_time,1,1,25,25,6.0000000000000000,2994e9f3-80f4-4532-a91c-22d5461896a4,2020-07-16T00:00:00.000-07:00,Thu,6.0,2020-07-16T06:05:00.000-07:00,2020-07-16T06:30:00.000-07:00,1,2020-07-16T06:05:00.000-07:00,2020-07-16T06:30:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4085e76-f980-434e-8c23-c0b6cfbe5061,Think Like a Scientist: An Introduction to the Scientific Method,In this five week course students will learn to think like a scientist by exploring and learning the five main steps of the scientific method.  ,5.0000000000000000,Science & Nature,8,12,8,short,5,1,50,50,50.0000000000000000,2da73bc6-de6f-4e8a-a65a-a35e3ac8f60b,2020-07-15T00:00:00.000-07:00,Wed,10.0,2020-07-15T10:30:00.000-07:00,2020-08-12T11:20:00.000-07:00,1,2020-07-15T10:30:00.000-07:00,2020-07-15T11:20:00.000-07:00,2020-07-22T10:30:00.000-07:00,2020-07-22T11:20:00.000-07:00,2020-07-29T10:30:00.000-07:00,2020-07-29T11:20:00.000-07:00,2020-08-05T10:30:00.000-07:00,2020-08-05T11:20:00.000-07:00,2020-08-12T10:30:00.000-07:00,2020-08-12T11:20:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac5de43a-8836-4635-afe4-aa74b118727c,"Harry Potter and Hitler: World War II, the Holocaust, and the Wizarding World","Explore how the Harry Potter series and Fantastic Beasts movies were influenced by the historical events surrounding Adolf Hitler, World War II, and the Holocaust.",4.8569892473118280,Social Studies,10,15,18,short,3,1,50,50,51.0000000000000000,a7027629-6717-4515-a7bf-0d3213f4bed7,2020-07-15T00:00:00.000-07:00,Wed,14.0,2020-07-15T14:00:00.000-07:00,2020-07-29T14:50:00.000-07:00,1,2020-07-15T14:00:00.000-07:00,2020-07-15T14:50:00.000-07:00,2020-07-22T14:00:00.000-07:00,2020-07-22T14:50:00.000-07:00,2020-07-29T14:00:00.000-07:00,2020-07-29T14:50:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19159247-149f-4639-add4-7479ddf0a65b,C++ Crash Course - Become a Programmer In 3 weeks!,"A 3-week course that teaches all you need to know about C++! We will go over all the fundamentals and by the end of this course, you will be programming like a pro. We will also build a nice game to use all the material we've learned.",4.9134615384615385,Coding & Tech,11,16,18,short,3,2,50,100,125.0000000000000000,718e1f0e-be42-41fe-9515-2d382c565e82,2020-07-13T00:00:00.000-07:00,Mon,13.0,2020-07-13T13:00:00.000-07:00,2020-07-29T13:50:00.000-07:00,2,2020-07-13T13:00:00.000-07:00,2020-07-13T13:50:00.000-07:00,2020-07-15T13:00:00.000-07:00,2020-07-15T13:50:00.000-07:00,2020-07-20T13:00:00.000-07:00,2020-07-20T13:50:00.000-07:00,2020-07-22T13:00:00.000-07:00,2020-07-22T13:50:00.000-07:00,2020-07-27T13:00:00.000-07:00,2020-07-27T13:50:00.000-07:00,2020-07-29T13:00:00.000-07:00,2020-07-29T13:50:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d34a99e9-3f9e-4e35-9e6c-4f4241b1572b,Challenge the Math Mind: 5th Grade Math Style,"In this 5-week course, students will be challenged in the areas of division, fractions, decimals and the order of operation functions. ",4.8823529411764706,Math,9,12,10,short,5,2,60,120,30.0000000000000000,fbcd1a74-a403-41c2-89c4-e7366417b218,2020-07-16T00:00:00.000-07:00,Thu,8.0,2020-07-16T08:00:00.000-07:00,2020-08-19T18:00:00.000-07:00,3,2020-07-16T08:00:00.000-07:00,2020-07-16T09:00:00.000-07:00,2020-07-22T09:00:00.000-07:00,2020-07-22T10:00:00.000-07:00,2020-07-23T08:00:00.000-07:00,2020-07-23T09:00:00.000-07:00,2020-07-29T09:00:00.000-07:00,2020-07-29T10:00:00.000-07:00,2020-07-30T08:00:00.000-07:00,2020-07-30T09:00:00.000-07:00,2020-08-05T09:00:00.000-07:00,2020-08-05T10:00:00.000-07:00,2020-08-06T08:00:00.000-07:00,2020-08-06T09:00:00.000-07:00,2020-08-12T17:00:00.000-07:00,2020-08-12T18:00:00.000-07:00,2020-08-13T17:00:00.000-07:00,2020-08-13T18:00:00.000-07:00,2020-08-19T17:00:00.000-07:00,2020-08-19T18:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,
1a7a2af7-e066-4a2d-8d96-119cd3f07883,Little Learners - Oh My!  We are Going on a Bear Hunt!,"In this one time, 30 minute class we will sing some songs, play some games, and go on a bear hunt; get ready to move and shake.",4.8680555555555556,English,3,5,8,one_time,1,1,30,30,8.0000000000000000,ddc065e7-1bf7-4e11-a85a-c7e7b80a3130,2020-07-15T00:00:00.000-07:00,Wed,10.0,2020-07-15T10:30:00.000-07:00,2020-07-15T11:00:00.000-07:00,1,2020-07-15T10:30:00.000-07:00,2020-07-15T11:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a90a0ee2-f8be-49e8-bdcb-06d908a14c9f,Academic Conversations For the Advanced Reader,Learning to Talk Through Text-Part 1,4.9408602150537634,English,7,12,9,semester,8,1,30,30,80.0000000000000000,ed027b9e-37d7-4d32-ad27-4d039e66d6ce,2020-07-15T00:00:00.000-07:00,Wed,10.0,2020-07-15T10:00:00.000-07:00,2020-08-13T10:30:00.000-07:00,2,2020-07-15T10:00:00.000-07:00,2020-07-15T10:30:00.000-07:00,2020-07-23T10:00:00.000-07:00,2020-07-23T10:30:00.000-07:00,2020-07-29T10:00:00.000-07:00,2020-07-29T10:30:00.000-07:00,2020-07-30T10:00:00.000-07:00,2020-07-30T10:30:00.000-07:00,2020-08-05T10:00:00.000-07:00,2020-08-05T10:30:00.000-07:00,2020-08-06T10:00:00.000-07:00,2020-08-06T10:30:00.000-07:00,2020-08-12T10:00:00.000-07:00,2020-08-12T10:30:00.000-07:00,2020-08-13T10:00:00.000-07:00,2020-08-13T10:30:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,
f2ee9d28-305a-4186-ba50-7c0a42729e41,Ocean Layer Science,"In this one time class, we will use the ocean to explore the scientific method!",4.8913043478260870,Science & Nature,5,9,12,one_time,1,1,30,30,10.0000000000000000,a1965936-dc57-45ee-ad69-8c96602660be,2020-07-16T00:00:00.000-07:00,Thu,9.0,2020-07-16T09:00:00.000-07:00,2020-07-16T09:30:00.000-07:00,2,2020-07-16T09:00:00.000-07:00,2020-07-16T09:30:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a57d638-0afc-48e4-929b-8f7eead1ddab,The Business of Fashion III; Marketing Your Products,"In this class, students will learn how to identify their ideal customer or client",5.0000000000000000,Life Skills,13,18,6,one_time,1,1,55,55,12.0000000000000000,6ca528a3-9c23-4e40-a495-978883315f3c,2020-07-14T00:00:00.000-07:00,Tue,12.0,2020-07-14T12:00:00.000-07:00,2020-07-14T12:55:00.000-07:00,1,2020-07-14T12:00:00.000-07:00,2020-07-14T12:55:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42badfa6-9037-42db-ba39-51f6e6e3c545,Vincent Van Gough Sun Flowers,In this one time class students will view Vincent Van Gough sunflowers and discuss what they see before creating their own sunflower art. ,4.8875878220140515,Arts,8,12,8,one_time,1,1,60,60,10.0000000000000000,acfadd5e-d5d1-4269-a9fb-bfd4a85e08b2,2020-07-13T00:00:00.000-07:00,Mon,18.0,2020-07-13T18:00:00.000-07:00,2020-07-13T19:00:00.000-07:00,1,2020-07-13T18:00:00.000-07:00,2020-07-13T19:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bd36ff6-5b7d-4155-b2dc-380bee497d81,So You Want to Be a Youtuber? - Course One! 🎞️,Get your YouTube channel started in less than 60 minutes! ,4.5906623235613464,Coding & Tech,10,14,18,one_time,1,1,60,60,18.0000000000000000,903dcba9-75e3-4ce1-81f7-8a607358cd6a,2020-07-14T00:00:00.000-07:00,Tue,7.0,2020-07-14T07:00:00.000-07:00,2020-07-14T08:00:00.000-07:00,1,2020-07-14T07:00:00.000-07:00,2020-07-14T08:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd9491c6-43e7-41cf-9fe6-b939effe2244,The Science of Dreams (Age 8-10),"In this one-time class, students will learn the science and mechanism of dreaming along with dream journaling.",4.8202247191011236,Science & Nature,8,10,6,one_time,1,1,40,40,10.0000000000000000,346f0913-caec-4a50-a60d-a33a8de01de9,2020-07-14T00:00:00.000-07:00,Tue,7.0,2020-07-14T07:00:00.000-07:00,2020-07-14T07:40:00.000-07:00,2,2020-07-14T07:00:00.000-07:00,2020-07-14T07:40:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
